job_id,num_qubits,depth,priority,arrival_time,num_shots,req_iterations,cpu_units,mem_bw
0,13,8,2,0.2216,2000,4,9,18
1,6,11,2,0.3012,2800,7,5,10
2,7,8,2,0.493,4400,5,6,11
3,5,5,2,2.8778,4700,4,5,9
4,20,6,2,3.59,2400,5,10,20
5,3,9,2,4.2062,2300,7,4,6
6,4,14,2,5.2968,4300,4,4,8
7,14,17,2,6.8989,1700,6,9,19
8,14,8,2,8.9489,1500,6,9,19
9,6,12,2,9.0259,4900,7,5,10
10,11,20,2,9.1199,5000,6,8,15
11,17,19,2,9.5096,1900,3,10,20
12,4,14,2,9.6175,2000,6,4,8
13,5,11,2,11.2735,1400,3,5,9
14,10,10,2,12.4241,2800,5,7,14
15,11,11,2,12.7008,4300,7,8,15
16,19,14,2,13.391,3500,5,10,20
17,10,11,2,13.5761,4600,6,7,14
18,15,20,2,13.6833,4300,4,10,20
19,10,6,2,14.2697,2600,4,7,14
20,15,17,2,14.5366,4900,6,10,20
21,12,20,2,14.6335,2100,3,8,17
22,5,20,2,14.7033,1900,4,5,9
23,15,9,2,14.9204,3100,3,10,20
24,3,11,2,14.9408,2000,4,4,6
25,12,18,2,15.8032,2500,4,8,17
26,8,12,2,17.5598,1100,6,6,12
27,8,20,2,17.9017,3600,4,6,12
28,18,6,2,18.1954,1500,6,10,20
29,8,9,2,18.5415,5000,4,6,12
30,7,10,2,19.0834,3500,6,6,11
31,15,7,2,20.4151,4300,4,10,20
32,5,19,2,20.9089,3200,5,5,9
33,13,5,2,21.3373,3500,6,9,18
34,4,8,2,22.002,4300,6,4,8
35,7,6,2,22.0257,2700,5,6,11
36,17,5,2,22.2252,2600,3,10,20
37,3,5,2,23.5696,5000,7,4,6
38,6,9,2,24.2531,1400,3,5,10
39,9,6,2,24.676,1100,3,7,13
40,4,17,2,26.2832,1400,6,4,8
41,14,11,2,26.6136,1100,5,9,19
42,18,18,2,27.0591,2200,4,10,20
43,8,13,2,27.0857,2000,4,6,12
44,18,16,2,27.5844,4000,5,10,20
45,17,7,2,27.7406,2400,6,10,20
46,7,17,2,28.2506,2800,5,6,11
47,15,5,2,29.4656,4200,3,10,20
48,13,14,2,30.8282,3300,3,9,18
49,5,15,2,31.9335,2100,3,5,9
50,13,6,2,32.5244,1400,6,9,18
51,17,6,2,34.0778,3200,3,10,20
52,7,10,2,34.315,2800,3,6,11
53,8,5,2,35.3747,4400,6,6,12
54,14,5,2,36.6503,1100,3,9,19
55,10,14,2,37.4427,3600,6,7,14
56,14,15,2,39.3062,4100,6,9,19
57,15,17,2,39.7671,2300,6,10,20
58,7,17,2,40.1508,2300,4,6,11
59,13,14,2,40.7608,3200,6,9,18
60,8,18,2,41.8055,2200,3,6,12
61,4,12,2,43.8876,4000,4,4,8
62,15,5,2,45.4536,2900,5,10,20
63,12,9,2,46.1077,3200,3,8,17
64,18,12,2,48.2948,2600,7,10,20
65,17,14,2,49.0546,4100,3,10,20
66,14,5,2,49.7693,4200,5,9,19
67,13,13,2,51.0993,1900,6,9,18
68,10,14,2,51.3118,3500,3,7,14
69,6,20,2,51.8159,3900,6,5,10
70,19,17,2,52.2117,4500,3,10,20
71,20,20,2,52.4031,4200,6,10,20
72,7,11,2,53.2338,3000,6,6,11
73,8,11,2,53.6318,4600,6,6,12
74,7,7,2,53.7044,4600,6,6,11
75,15,13,2,53.9225,3400,4,10,20
76,7,7,2,54.6764,4300,6,6,11
77,17,8,2,55.8785,3300,5,10,20
78,16,19,2,56.0508,1700,4,10,20
79,4,17,2,56.5592,4900,3,4,8
80,17,5,2,57.0979,4600,5,10,20
81,8,18,2,57.452,4700,6,6,12
82,18,20,2,57.9744,4100,6,10,20
83,6,17,2,59.1472,1200,7,5,10
84,18,9,2,59.2721,3900,5,10,20
85,19,6,2,59.7135,1200,3,10,20
86,11,19,2,61.3613,1500,6,8,15
87,11,19,2,61.6613,3100,4,8,15
88,10,6,2,62.1548,3300,6,7,14
89,18,12,2,64.4994,2000,3,10,20
90,11,10,2,64.8575,2900,5,8,15
91,20,7,2,66.0982,1900,7,10,20
92,19,15,2,66.562,2000,7,10,20
93,13,5,2,67.2312,2700,5,9,18
94,9,6,2,67.3447,2200,6,7,13
95,5,20,2,67.4086,4900,6,5,9
96,3,6,2,67.4184,3200,5,4,6
97,9,14,2,67.7777,1600,5,7,13
98,3,6,2,68.8301,1700,6,4,6
99,14,18,2,68.8662,2400,6,9,19
100,7,17,2,69.6962,4700,6,6,11
101,11,7,2,70.4052,1200,4,8,15
102,18,6,2,70.5597,2600,4,10,20
103,6,12,2,70.9468,3300,4,5,10
104,20,7,2,71.2992,3300,5,10,20
105,6,9,2,72.8373,2000,6,5,10
106,5,16,2,72.8631,2200,3,5,9
107,17,7,2,72.9294,3500,5,10,20
108,18,12,2,73.1482,1600,4,10,20
109,14,18,2,73.7093,1200,6,9,19
110,8,19,2,74.2575,4700,7,6,12
111,7,10,2,74.3133,3900,4,6,11
112,15,5,2,74.8883,1200,3,10,20
113,7,8,2,74.9298,2900,4,6,11
114,19,18,2,75.4844,4700,3,10,20
115,19,13,2,75.9881,2700,4,10,20
116,6,10,2,76.2251,1500,6,5,10
117,19,11,2,76.531,4000,5,10,20
118,8,16,2,77.6117,2300,5,6,12
119,14,9,2,79.4521,2100,3,9,19
120,13,15,2,80.9108,1500,7,9,18
121,19,16,2,81.0373,2200,5,10,20
122,16,10,2,83.4411,1300,7,10,20
123,16,17,2,83.9337,1300,5,10,20
124,18,7,2,84.2203,3500,6,10,20
125,14,16,2,85.1268,2900,3,9,19
126,8,17,2,86.4267,2900,5,6,12
127,8,19,2,86.8841,4600,5,6,12
128,3,6,2,87.0648,3300,6,4,6
129,5,10,2,87.7557,4900,6,5,9
130,16,12,2,88.0504,4200,7,10,20
131,13,6,2,88.3493,3900,4,9,18
132,20,11,2,88.6175,1200,3,10,20
133,11,9,2,89.8636,1200,6,8,15
134,10,20,2,89.9134,3600,3,7,14
135,9,12,2,91.017,3600,7,7,13
136,16,15,2,91.0232,2000,7,10,20
137,6,20,2,91.5404,3400,3,5,10
138,10,10,2,91.9016,2000,3,7,14
139,13,6,2,92.2095,1800,6,9,18
140,19,14,2,92.2989,3100,4,10,20
141,7,8,2,92.7953,2700,7,6,11
142,15,18,2,93.5667,2300,3,10,20
143,4,18,2,96.1345,2300,5,4,8
144,12,10,2,96.5956,4800,7,8,17
145,18,11,2,96.9536,1200,3,10,20
146,3,8,2,97.3674,1100,3,4,6
147,19,7,2,97.5833,2600,6,10,20
148,20,19,2,97.7164,1200,3,10,20
149,6,20,2,97.8315,3300,4,5,10
150,10,9,2,98.9068,2900,7,7,14
151,5,17,2,99.4333,1900,5,5,9
152,17,19,2,100.2833,3600,4,10,20
153,11,6,2,102.3477,3300,4,8,15
154,8,17,2,102.742,4400,4,6,12
155,17,11,2,103.3826,4900,7,10,20
156,16,7,2,103.4508,2000,3,10,20
157,7,17,2,103.5943,4000,7,6,11
158,9,8,2,104.409,3600,7,7,13
159,11,8,2,105.2813,4400,6,8,15
160,4,11,2,105.4083,4300,4,4,8
161,8,11,2,105.4316,3500,3,6,12
162,18,11,2,106.4117,4700,6,10,20
163,8,10,2,106.7725,3500,3,6,12
164,11,15,2,107.2881,2500,5,8,15
165,10,15,2,108.0276,3800,5,7,14
166,9,5,2,108.4462,2600,7,7,13
167,17,7,2,109.6526,3200,7,10,20
168,7,16,2,110.0817,4800,5,6,11
169,20,15,2,110.9752,4600,5,10,20
