job_id,num_qubits,depth,priority,arrival_time,num_shots,req_iterations,cpu_units,mem_bw
0,13,11,2,1.5532,6000,3,9,18
1,19,16,2,2.3628,4000,3,10,20
2,19,20,2,2.8946,3000,3,10,20
3,19,15,2,3.1956,4000,3,10,20
4,11,12,2,7.3003,7000,3,8,15
5,16,13,2,8.3368,8000,3,10,20
6,20,20,2,8.6446,5000,3,10,20
7,11,17,2,10.8988,9000,3,8,15
8,13,13,2,12.136,4000,3,9,18
9,13,18,2,12.2296,5000,3,9,18
10,17,12,2,13.6177,6000,3,10,20
11,19,13,2,13.7292,9000,3,10,20
12,16,16,2,13.9547,7000,3,10,20
13,18,14,2,14.2851,9000,3,10,20
14,18,13,2,14.7652,5000,3,10,20
15,17,12,2,14.7828,9000,3,10,20
16,13,11,2,15.1777,8000,3,9,18
17,16,17,2,15.1884,6000,3,10,20
18,16,20,2,15.5225,6000,3,10,20
19,18,11,2,15.8476,9000,3,10,20
20,15,14,2,15.9081,6000,3,10,20
21,19,11,2,15.9826,7000,3,10,20
22,12,16,2,16.6326,3000,3,8,17
23,11,11,2,17.3286,7000,3,8,15
24,10,11,2,18.039,5000,3,7,14
25,12,13,2,20.1326,4000,3,8,17
26,14,13,2,21.3172,4000,3,9,19
27,19,11,2,22.1119,4000,3,10,20
28,20,18,2,22.4673,5000,3,10,20
29,11,11,2,23.1083,5000,3,8,15
30,19,20,2,23.8739,2000,3,10,20
31,18,13,2,24.7165,9000,3,10,20
32,16,16,2,25.0866,5000,3,10,20
33,13,17,2,25.468,6000,3,9,18
34,17,13,2,25.6825,9000,3,10,20
35,19,10,2,25.775,3000,3,10,20
36,11,14,2,26.1111,6000,3,8,15
37,12,16,2,26.1682,3000,3,8,17
38,17,14,2,26.2027,3000,3,10,20
39,10,14,2,26.2145,5000,3,7,14
40,16,12,2,27.8729,9000,3,10,20
41,20,15,2,29.1703,3000,3,10,20
42,15,13,2,30.927,3000,3,10,20
43,14,10,2,31.0778,6000,3,9,19
44,13,12,2,31.8127,4000,3,9,18
45,12,20,2,31.9537,2000,3,8,17
46,19,20,2,32.0662,8000,3,10,20
47,19,15,2,32.4902,3000,3,10,20
48,12,18,2,32.9391,4000,3,8,17
49,19,16,2,33.6327,8000,3,10,20
50,14,19,2,34.094,4000,3,9,19
51,11,19,2,34.2076,4000,3,8,15
52,11,11,2,34.3613,9000,3,8,15
53,18,19,2,36.144,8000,3,10,20
54,10,18,2,36.2641,9000,3,7,14
55,17,16,2,36.4303,8000,3,10,20
56,18,11,2,36.6054,3000,3,10,20
57,14,12,2,36.9787,6000,3,9,19
58,18,11,2,37.5288,5000,3,10,20
59,20,19,2,39.3373,8000,3,10,20
60,15,14,2,41.2917,8000,3,10,20
61,12,17,2,44.408,9000,3,8,17
62,20,13,2,45.2233,7000,3,10,20
63,11,17,2,47.4223,9000,3,8,15
64,13,13,2,47.5345,7000,3,9,18
65,11,10,2,48.3791,6000,3,8,15
66,20,20,2,48.5595,5000,3,10,20
67,17,17,2,49.6714,6000,3,10,20
68,13,11,2,50.576,7000,3,9,18
69,18,12,2,50.8234,7000,3,10,20
70,14,18,2,51.6769,3000,3,9,19
71,18,13,2,54.0248,3000,3,10,20
72,10,18,2,54.2151,9000,3,7,14
73,13,11,2,54.8947,6000,3,9,18
