job_id,num_qubits,depth,priority,arrival_time,num_shots,req_iterations,cpu_units,mem_bw
0,11,13,2,0.4527,5000,10,8,15
1,19,12,2,0.5973,4700,6,10,20
2,18,14,2,0.8293,3200,6,10,20
3,18,10,2,1.6495,3000,10,10,20
4,12,11,2,3.1156,4300,6,8,17
5,13,17,2,3.82,3600,8,9,18
6,15,17,2,6.0208,3600,6,10,20
7,13,12,2,6.0295,3800,10,9,18
8,19,20,2,6.7726,4400,10,10,20
9,24,17,2,6.8952,4200,8,10,20
10,16,13,2,7.301,3900,6,10,20
11,24,13,2,7.8684,4000,10,10,20
12,18,17,2,8.5198,3400,9,10,20
13,23,11,2,8.7613,3000,7,10,20
14,23,15,2,9.6134,3400,7,10,20
15,22,20,2,10.5883,4500,10,10,20
16,19,17,2,11.8094,3400,9,10,20
17,13,10,2,11.8984,4500,10,9,18
18,15,20,2,12.4366,3900,6,10,20
19,13,13,2,12.5032,3300,9,9,18
20,18,14,2,14.4093,4100,6,10,20
21,25,15,2,15.1361,4900,8,10,20
22,16,16,2,15.5111,3200,8,10,20
23,10,16,2,16.3807,4200,7,7,14
24,15,14,2,16.4,3700,6,10,20
25,24,12,2,16.7898,5000,9,10,20
26,20,18,2,17.2282,4600,9,10,20
27,22,18,2,17.4807,4700,9,10,20
28,13,13,2,18.218,3000,9,9,18
29,19,18,2,20.4986,3000,10,10,20
30,10,11,2,21.6049,4800,8,7,14
31,13,19,2,22.835,4200,8,9,18
32,17,11,2,23.7964,3100,9,10,20
33,10,12,2,24.8108,4300,10,7,14
34,25,11,2,25.2526,4900,6,10,20
35,15,19,2,25.4714,4500,8,10,20
36,14,11,2,25.9308,4900,7,9,19
37,24,15,2,28.1684,4200,9,10,20
38,21,13,2,28.8502,3100,10,10,20
39,15,14,2,29.6084,3100,8,10,20
40,21,18,2,29.9234,3500,10,10,20
41,21,19,2,30.4376,4300,10,10,20
42,25,13,2,31.9274,4000,7,10,20
43,22,15,2,34.1119,3400,7,10,20
44,12,11,2,34.5323,4400,8,8,17
45,20,10,2,35.6604,4500,7,10,20
46,10,11,2,37.1119,5000,10,7,14
47,13,20,2,37.4072,4900,9,9,18
48,20,20,2,38.6944,4200,10,10,20
49,22,17,2,39.5884,3300,9,10,20
50,10,12,2,39.6954,4600,8,7,14
51,12,11,2,39.7881,4100,10,8,17
52,15,11,2,40.0919,3600,10,10,20
53,22,19,2,40.2133,4700,10,10,20
54,11,11,2,40.6958,3100,10,8,15
55,11,12,2,41.0544,4600,8,8,15
56,13,12,2,41.2971,4700,9,9,18
57,17,19,2,41.7758,3300,6,10,20
58,25,18,2,42.8722,3700,10,10,20
59,18,13,2,43.1044,4200,6,10,20
60,18,16,2,43.1182,4800,8,10,20
61,12,17,2,44.6382,3800,7,8,17
62,14,13,2,44.8473,4800,7,9,19
63,18,10,2,45.5027,3900,6,10,20
64,15,16,2,45.5225,3200,6,10,20
65,23,18,2,45.5676,4400,7,10,20
66,13,17,2,45.9359,4700,10,9,18
67,15,15,2,46.2882,3700,6,10,20
68,14,20,2,46.4037,3300,9,9,19
69,23,14,2,46.6447,5000,7,10,20
70,21,20,2,46.9735,4800,9,10,20
71,12,17,2,47.2248,4000,10,8,17
72,14,13,2,48.2369,3000,10,9,19
73,13,12,2,49.1308,3800,8,9,18
74,11,15,2,52.1271,4900,9,8,15
75,17,20,2,52.2452,4700,10,10,20
76,18,15,2,52.8122,3500,8,10,20
77,14,19,2,53.2976,3600,7,9,19
78,11,10,2,53.553,3200,9,8,15
79,13,20,2,53.894,4800,10,9,18
80,14,17,2,54.7729,4600,10,9,19
81,17,19,2,55.8844,4100,10,10,20
82,16,18,2,56.3487,4700,9,10,20
83,24,14,2,57.7685,4800,7,10,20
84,23,10,2,57.8217,3700,8,10,20
85,13,13,2,61.0987,5000,7,9,18
86,16,19,2,63.2438,4300,7,10,20
87,16,19,2,63.2632,3100,10,10,20
88,10,14,2,63.3108,4200,9,7,14
89,16,20,2,63.3303,4100,7,10,20
90,10,10,2,64.3068,3200,8,7,14
91,16,17,2,65.1265,3000,10,10,20
92,20,20,2,65.1547,4000,8,10,20
93,16,11,2,65.4306,4000,6,10,20
94,17,15,2,66.6811,3800,10,10,20
95,17,12,2,66.7965,4700,10,10,20
96,16,13,2,67.2208,4900,9,10,20
97,10,18,2,68.1578,4300,8,7,14
98,12,10,2,68.3103,4800,8,8,17
99,18,20,2,68.7268,3700,7,10,20
100,10,14,2,69.4157,4700,6,7,14
101,10,17,2,69.743,4800,6,7,14
102,22,12,2,70.1127,3200,8,10,20
103,22,11,2,70.2805,3000,10,10,20
104,17,11,2,71.7294,5000,9,10,20
105,19,12,2,71.9491,3900,10,10,20
106,21,11,2,72.1783,3600,8,10,20
107,15,17,2,72.6691,3100,10,10,20
108,18,19,2,74.9022,3000,7,10,20
109,11,16,2,76.6878,3400,8,8,15
110,20,16,2,78.622,4800,7,10,20
111,17,12,2,78.6351,3500,6,10,20
112,15,17,2,78.6566,3800,6,10,20
113,21,18,2,78.8239,4400,10,10,20
114,19,17,2,79.6553,4000,6,10,20
115,11,11,2,81.067,3000,9,8,15
116,17,13,2,81.0696,3600,6,10,20
117,14,20,2,82.4089,3000,10,9,19
118,18,14,2,83.9174,3100,8,10,20
119,12,16,2,85.1823,4400,9,8,17
120,13,19,2,85.2304,4800,7,9,18
121,15,18,2,85.6356,4600,6,10,20
122,16,14,2,86.3099,3500,10,10,20
123,11,11,2,87.8757,3400,9,8,15
124,24,12,2,87.9585,3300,8,10,20
125,18,17,2,88.051,4700,8,10,20
126,18,15,2,88.1633,4000,10,10,20
127,12,13,2,88.6165,4000,10,8,17
128,10,14,2,89.4586,4000,7,7,14
129,23,10,2,90.2595,4600,8,10,20
130,11,16,2,90.2681,4000,10,8,15
131,10,14,2,90.917,3000,7,7,14
132,24,13,2,90.9399,4200,8,10,20
133,11,15,2,91.2798,4800,9,8,15
134,14,18,2,94.5384,3100,8,9,19
135,14,18,2,95.0295,3600,9,9,19
136,18,11,2,95.2336,3200,10,10,20
137,15,15,2,95.2793,3500,10,10,20
138,11,10,2,95.6517,3100,8,8,15
139,16,16,2,96.7051,4400,7,10,20
140,24,19,2,97.1105,4900,9,10,20
