job_id,num_qubits,layers,rotations,entanglement,param_count,num_shots,depth,req_iterations,cpu_units,mem_bw,priority,arrival_time
1,12,5,"rx, rz, ry",circular,216,2200,78,7,6,5,2,2.495394553
2,18,4,ry,circular,90,3600,77,6,4,6,2,3.116246474
3,12,4,rx,circular,60,2800,53,6,7,4,2,3.602259317
4,18,5,ry,circular,108,1800,96,5,6,7,2,12.31323839
5,13,7,ry,circular,104,4700,99,7,4,6,2,21.30061882
6,17,5,"ry, rx",circular,204,4700,97,9,6,7,2,22.03492374
7,22,3,rz,circular,88,2900,70,8,4,4,2,23.26223558
8,11,7,"ry, rx",circular,176,3300,93,9,5,4,2,25.12262862
9,17,5,ry,circular,102,3600,91,5,6,7,2,28.03557695
10,13,7,rz,circular,104,3600,99,6,5,5,2,28.98135551
11,10,7,ry,circular,80,1400,78,8,5,5,2,34.68668542
12,12,6,"rz, rx, ry",circular,252,1500,93,8,7,5,2,35.51522877
13,11,5,rz,circular,66,2500,61,6,6,5,2,39.5721611
14,10,8,"ry, rx",circular,180,4800,98,5,5,6,2,49.86137641
15,14,6,rz,circular,98,2400,91,6,5,4,2,50.99772332
16,10,6,"rz, ry",circular,140,4200,74,7,7,7,2,55.72245323
17,12,5,"rx, rz",circular,144,3300,72,7,6,7,2,58.23787668
18,13,6,"rx, rz, ry",circular,273,2700,99,4,5,5,2,60.09568467
19,16,5,rz,circular,96,2400,86,8,7,6,2,60.20029721
20,13,7,rz,circular,104,4400,99,7,6,4,2,62.06956269
21,12,6,"rz, ry",circular,168,4900,86,4,7,5,2,68.46517094
22,11,5,"rx, ry, rz",circular,198,3100,73,4,5,4,2,74.16228883
23,12,6,"ry, rx",circular,168,4000,86,5,6,4,2,74.42450973
24,14,6,rz,circular,98,2900,91,8,7,7,2,77.07961381
25,15,4,"ry, rx, rz",circular,225,4000,75,9,5,6,2,77.09202271
26,13,6,rz,circular,91,2400,85,7,5,5,2,83.53390749
27,12,6,"ry, rz, rx",circular,252,3500,93,6,4,5,2,84.59985931
28,17,5,"ry, rx",circular,204,1300,97,4,4,6,2,85.36200949
29,12,6,rz,circular,84,4600,79,8,4,5,2,85.91331591
30,12,4,"ry, rz",circular,120,2800,58,7,6,5,2,89.68503421
31,15,6,rz,circular,105,4100,97,9,4,6,2,95.83453203
32,12,6,"rz, rx, ry",circular,252,2900,93,5,6,7,2,101.9085778
33,14,5,rx,circular,84,2300,76,7,7,5,2,105.1398113
34,11,5,"rx, ry",circular,132,1300,67,9,6,7,2,110.8466432
35,12,6,rz,circular,84,2400,79,5,4,7,2,111.9047926
36,15,6,rz,circular,105,2800,97,9,5,4,2,112.2930314
37,21,4,"ry, rx, rz",circular,315,2900,99,9,5,5,2,113.7843319
38,11,6,"rx, ry, rz",circular,231,4900,87,7,5,6,2,113.9365065
39,11,7,ry,circular,88,4600,85,9,5,4,2,114.3460313
40,10,3,"rz, ry",circular,80,2700,38,6,7,6,2,115.0895191
41,21,3,"rz, rx, ry",circular,252,4400,75,7,7,5,2,118.9225845
42,16,5,"ry, rz",circular,192,3200,92,8,7,7,2,120.2264059
43,12,5,rz,circular,72,2200,66,7,7,6,2,121.589066
44,10,7,"rz, rx",circular,160,4600,86,8,6,7,2,122.2447588
45,17,5,"ry, rx",circular,204,2500,97,5,4,6,2,122.3624961
46,13,6,"rz, ry, rx",circular,273,2000,99,7,6,4,2,123.5550434
47,13,5,"rz, ry, rx",circular,234,5000,83,9,7,4,2,124.1065694
48,22,4,"rz, rx",circular,220,4500,98,5,6,5,2,124.1163162
49,14,5,"rx, ry, rz",circular,252,4000,88,5,5,7,2,129.0967645
50,11,7,"rx, rz",circular,176,4400,93,7,6,6,2,131.8151703
51,13,6,ry,circular,91,4300,85,9,7,5,2,138.5342163
52,14,4,"rz, ry",circular,140,4000,66,5,7,5,2,138.7326047
53,10,5,rz,circular,60,2900,56,5,4,7,2,142.9570256
54,10,5,"rx, ry",circular,120,4600,62,6,4,6,2,146.8724372
55,13,5,ry,circular,78,4300,71,9,4,6,2,149.3144293
56,13,6,ry,circular,91,4100,85,4,6,4,2,151.7659157
57,14,6,"rz, rx",circular,196,3100,98,7,6,7,2,154.8450878
58,15,4,"ry, rx, rz",circular,225,2200,75,4,5,7,2,157.8866518
59,15,5,"ry, rz, rx",circular,270,4000,93,9,4,4,2,166.4991343
60,13,4,rx,circular,65,1200,57,6,6,6,2,171.9720366
61,12,5,ry,circular,72,1600,66,4,7,7,2,174.4327693
62,10,8,ry,circular,90,4100,89,6,7,6,2,174.498722
63,13,5,ry,circular,78,3200,71,6,5,7,2,175.5094614
64,13,7,rz,circular,104,4600,99,4,6,6,2,176.4894381
65,10,6,"rz, ry",circular,140,1200,74,8,4,5,2,184.8999335
66,10,7,rz,circular,80,1900,78,6,6,7,2,197.1626766
67,12,6,"rx, rz, ry",circular,252,4800,93,6,5,7,2,200.2621386
68,18,3,"rz, ry, rx",circular,216,2500,66,8,7,6,2,206.3697056
69,10,8,rx,circular,90,1600,89,8,6,6,2,208.0769589
70,11,5,"rz, rx",circular,132,1300,67,4,7,4,2,211.346342
71,15,4,"rx, ry, rz",circular,225,3800,75,9,6,7,2,218.6707441
72,12,6,"rz, rx",circular,168,2400,86,4,4,4,2,219.4452849
73,19,4,rx,circular,95,1000,81,4,7,7,2,220.5128575
74,11,7,"rx, rz",circular,176,3100,93,4,6,5,2,222.2186543
75,11,8,rx,circular,99,1400,97,5,6,4,2,227.1813664
76,19,4,"rx, ry",circular,190,2500,86,7,5,6,2,230.472749
77,11,7,"rx, rz",circular,176,4200,93,4,7,7,2,233.6208461
78,11,6,ry,circular,77,2400,73,5,6,7,2,234.1549278
79,12,6,rz,circular,84,4400,79,6,6,5,2,234.8257652
80,18,5,rz,circular,108,4400,96,8,5,7,2,235.1842129
81,12,5,"ry, rx",circular,144,3700,72,7,7,5,2,235.7707237
82,11,6,"ry, rx",circular,154,1400,80,6,7,4,2,236.5859741
83,15,4,"rx, rz",circular,150,2400,70,4,7,5,2,237.6112746
84,16,5,"rx, ry, rz",circular,288,4000,98,5,4,6,2,238.4184585
85,12,5,"rz, rx, ry",circular,216,2400,78,9,7,7,2,241.7845152
86,14,6,ry,circular,98,4400,91,5,7,7,2,243.2094506
87,15,6,ry,circular,105,4400,97,8,6,5,2,245.4712329
88,14,6,ry,circular,98,1800,91,8,5,4,2,246.5632921
89,18,5,rx,circular,108,4000,96,6,5,7,2,247.6089406
90,12,6,"ry, rx, rz",circular,252,4800,93,4,5,7,2,248.7381209
91,11,6,ry,circular,77,4500,73,5,7,5,2,252.1825813
92,11,7,"rx, ry",circular,176,2900,93,7,4,4,2,258.1151621
93,12,5,"rx, rz, ry",circular,216,3300,78,8,6,7,2,258.5861021
