job_id,energy_qpu_kwh,energy_cpu_kwh,energy_total_kwh,cost_energy_total,phi_qpu,phi_cpu,qpu_time_s,cpu_time_s,qpu_wait_s,cpu_wait_s,wait_total_s,qpu_turn_s,cpu_turn_s,turn_total_s,job_turnaround_s
0,0.2175,0.0001,0.2176,0.0392,0.9995404411764707,0.0004595588235294118,11.3218,0.0476,0.0,0.0,0.0,11.321800000000001,0.0476,11.3694,11.3726
1,0.1576,0.0081,0.1657,0.0298,0.9511164755582378,0.04888352444176222,8.7275,5.2957,0.0,0.0,0.0,8.727499999999997,5.2957,14.023199999999997,14.026
2,0.146,0.0096,0.1556,0.028,0.9383033419023137,0.061696658097686374,8.0723,6.013,0.0,0.0,0.0,8.0723,6.013,14.0853,14.0899
3,0.148,0.0073,0.1553,0.028,0.952994204764971,0.04700579523502898,8.5242,5.0179,0.0,0.0,0.0,8.5242,5.0179,13.542100000000001,13.5377
4,0.2503,0.0,0.2503,0.0451,1.0,0.0,13.688,0.0156,0.0,0.0,0.0,13.688000000000002,0.0156,13.703600000000002,13.7039
5,0.3314,0.0007,0.3321,0.0598,0.9978922011442336,0.0021077988557663355,18.1473,0.4455,0.0,0.0,0.0,18.1473,0.44550000000000006,18.5928,18.5896
6,0.3824,0.0218,0.4042,0.0728,0.9460663038099951,0.053933696190004946,21.7872,13.7498,0.0,0.0,0.0,21.7872,13.7498,35.537,37.0416
7,0.353,0.0,0.353,0.0635,1.0,0.0,20.0656,0.0223,0.0,0.0,0.0,20.0656,0.0223,20.0879,20.0867
8,0.1383,0.0001,0.1384,0.0249,0.999277456647399,0.0007225433526011561,8.0738,0.0586,0.0,0.0,0.0,8.073799999999999,0.0586,8.132399999999999,8.1284
9,0.2001,0.0001,0.2002,0.036,0.9995004995004996,0.0004995004995004995,11.3725,0.0854,0.0,0.0,0.0,11.372499999999999,0.0854,11.457899999999999,11.4575
