job_id,energy_qpu_kwh,energy_cpu_kwh,energy_total_kwh,cost_energy_total,phi_qpu,phi_cpu,qpu_time_s,cpu_time_s,qpu_wait_s,cpu_wait_s,wait_total_s,qpu_turn_s,cpu_turn_s,turn_total_s,job_turnaround_s
0,0.055,0.0,0.0551,0.0099,0.9981851179673321,0.0,2.8305,0.0122,0.0,0.0,0.0,2.8305,0.0122,2.8427,2.8459
1,0.0384,0.0023,0.0406,0.0073,0.9458128078817734,0.05665024630541872,2.1819,1.4326,0.0,0.0,0.0,2.1818999999999997,1.4326,3.6144999999999996,3.6173
2,0.0327,0.0029,0.0356,0.0064,0.9185393258426966,0.08146067415730336,1.7681,1.9482,0.0,0.0,0.0,1.7681,1.9482,3.7163,3.7209
3,0.0375,0.0018,0.0393,0.0071,0.9541984732824427,0.04580152671755725,2.131,1.0737,0.0,0.0,0.0,2.1310000000000002,1.0737,3.2047000000000003,3.2003
4,0.0634,0.0,0.0634,0.0114,1.0,0.0,3.422,0.0032,0.0,0.0,0.0,3.422,0.0031999999999999997,3.4252000000000002,3.4255
5,0.0748,0.0002,0.075,0.0135,0.9973333333333334,0.002666666666666667,4.0368,0.1327,0.0,0.0,0.0,4.0367999999999995,0.1327,4.169499999999999,4.1663
6,0.0546,0.0038,0.0583,0.0105,0.9365351629502574,0.06518010291595197,2.9467,2.7193,0.0,0.0,0.0,2.9467,2.7193,5.666,5.6706
7,0.0929,0.0,0.0929,0.0167,1.0,0.0,5.0165,0.0035,0.0,0.0,0.0,5.0165,0.0034999999999999996,5.02,5.0188
8,0.0336,0.0,0.0337,0.0061,0.9970326409495548,0.0,2.0184,0.0117,0.0,0.0,0.0,2.0183999999999997,0.0117,2.0300999999999996,2.0261
9,0.0474,0.0,0.0474,0.0085,1.0,0.0,2.8431,0.0243,0.0,0.0,0.0,2.8430999999999997,0.024300000000000002,2.8674,2.867
10,0.0489,0.0003,0.0492,0.0089,0.9939024390243902,0.0060975609756097554,2.9332,0.2073,0.0,0.0,0.0,2.9332000000000003,0.2073,3.1405000000000003,3.1382
11,0.0883,0.0012,0.0895,0.0161,0.9865921787709498,0.013407821229050279,4.5414,0.7863,0.0,0.0,0.0,4.5414,0.7863,5.3277,5.3269
