job_id,energy_qpu_kwh,energy_cpu_kwh,energy_total_kwh,cost_energy_total,phi_qpu,phi_cpu,qpu_time_s,cpu_time_s,qpu_wait_s,cpu_wait_s,wait_total_s,qpu_turn_s,cpu_turn_s,turn_total_s,job_turnaround_s
0,0.3066,0.0001,0.3068,0.0552,0.9993481095176009,0.0003259452411994785,16.9827,0.0847,0.0,0.0,0.0,16.9827,0.08470000000000001,17.067400000000003,17.0706
1,1.0412,0.0124,1.0535,0.1896,0.9883246321784526,0.011770289511153297,55.0908,8.0107,0.0,0.0,0.0,55.0908,8.0107,63.1015,63.1043
2,1.7098,0.0147,1.7246,0.3104,0.991418299895628,0.008523715644207352,89.6082,9.1134,0.0,0.0,0.0,89.60820000000001,9.1134,98.72160000000001,99.7262
3,0.6947,0.0113,0.7061,0.1271,0.9838549780484351,0.016003398951989805,36.786,6.8929,0.0,0.0,0.0,36.786,6.892900000000001,43.6789,44.1745
4,0.3612,0.0,0.3612,0.065,1.0,0.0,20.5322,0.0204,0.0,0.0,0.0,20.532199999999996,0.020399999999999998,20.552599999999995,20.5529
5,0.454,0.0011,0.4551,0.0819,0.997582948802461,0.0024170511975390024,25.2212,0.7071,0.0,0.0,0.0,25.221200000000003,0.7071000000000001,25.928300000000004,25.9251
6,3.3471,0.0286,3.3756,0.6076,0.9915570565232849,0.008472567839791445,187.6806,18.6346,0.0,0.0,0.0,187.68060000000003,18.6346,206.31520000000003,213.3198
7,0.5853,0.0,0.5853,0.1054,1.0,0.0,30.0986,0.0279,0.0,0.0,0.0,30.098599999999998,0.027899999999999998,30.126499999999997,30.1253
8,0.2187,0.0002,0.2188,0.0394,0.9995429616087752,0.0009140767824497259,12.1106,0.0986,0.0,0.0,0.0,12.110600000000002,0.0986,12.209200000000001,12.2052
9,0.2896,0.0003,0.2898,0.0522,0.9993098688750863,0.0010351966873706003,17.0588,0.1776,0.0,0.0,0.0,17.0588,0.17760000000000004,17.236400000000003,17.236
10,0.3123,0.0021,0.3144,0.0566,0.9933206106870229,0.006679389312977098,17.5987,1.3478,0.0,0.0,0.0,17.598699999999997,1.3478,18.946499999999997,18.9442
11,4.8711,0.0098,4.8809,0.8786,0.9979921735745458,0.0020078264254543223,278.2486,5.9437,0.0,0.0,0.0,278.2486,5.943700000000001,284.1923,291.1915
