job_id,energy_qpu_kwh,energy_cpu_kwh,energy_total_kwh,cost_energy_total,phi_qpu,phi_cpu,qpu_time_s,cpu_time_s,qpu_wait_s,cpu_wait_s,wait_total_s,qpu_turn_s,cpu_turn_s,turn_total_s,job_turnaround_s
0,0.2699,0.0001,0.27,0.0486,0.9996296296296294,0.00037037037037037035,14.1524,0.0651,0.0,0.0,0.0,14.152400000000002,0.06509999999999999,14.217500000000001,14.2207
1,0.5455,0.0104,0.5559,0.1001,0.9812915992084909,0.018708400791509264,31.9091,6.4773,0.0,0.0,0.0,31.9091,6.4773000000000005,38.3864,38.8892
2,0.4593,0.0117,0.471,0.0848,0.9751592356687898,0.024840764331210193,24.8403,7.6059,0.0,0.0,0.0,24.840300000000006,7.605899999999999,32.446200000000005,32.9508
3,0.1914,0.0094,0.2008,0.0361,0.9531872509960159,0.046812749003984064,10.6548,6.3739,0.0,0.0,0.0,10.654800000000002,6.373899999999999,17.0287,18.5243
4,0.2947,0.0,0.2947,0.053,1.0,0.0,17.1098,0.0167,0.0,0.0,0.0,17.1098,0.016700000000000003,17.1265,17.1268
5,0.5588,0.001,0.5598,0.1008,0.9982136477313326,0.0017863522686673813,32.1841,0.6062,0.0,0.0,0.0,32.1841,0.6062000000000001,32.7903,32.7871
6,0.7396,0.0273,0.7669,0.138,0.9644021384795932,0.03559786152040683,40.7338,16.4507,0.0,0.0,0.0,40.7338,16.4507,57.1845,57.6891
7,0.4552,0.0,0.4552,0.0819,1.0,0.0,25.0823,0.0235,0.0,0.0,0.0,25.0823,0.0235,25.1058,25.1046
8,0.1738,0.0001,0.1739,0.0313,0.9994249568717655,0.0005750431282346176,10.0921,0.0727,0.0,0.0,0.0,10.0921,0.0727,10.1648,10.1608
9,0.2712,0.0002,0.2713,0.0488,0.9996314043494288,0.0007371913011426466,14.2157,0.0991,0.0,0.0,0.0,14.215699999999995,0.09910000000000001,14.314799999999995,14.3144
10,0.6413,0.0016,0.6429,0.1157,0.997511277025976,0.002488722974023954,36.6658,1.0066,0.0,0.0,0.0,36.66579999999999,1.0066,37.67239999999999,38.1701
11,1.48,0.0087,1.4888,0.268,0.9940891993551855,0.005843632455668995,82.7071,5.1815,0.0,0.0,0.0,82.70710000000003,5.181500000000001,87.88860000000003,90.3878
12,1.6939,0.001,1.695,0.3051,0.9993510324483775,0.0005899705014749262,88.0909,0.6748,0.0,0.0,0.0,88.0909,0.6748,88.76570000000001,90.2704
13,1.232,0.0051,1.2371,0.2227,0.9958774553390994,0.004122544660900493,68.3633,3.0802,0.0,0.0,0.0,68.36329999999998,3.0801999999999996,71.44349999999999,71.9386
14,1.4651,0.0044,1.4694,0.2645,0.997073635497482,0.0029944194909486866,77.6151,2.8481,0.0,0.0,0.0,77.61510000000001,2.8481,80.46320000000001,82.4584
15,0.6185,0.0021,0.6206,0.1117,0.9966161778923622,0.0033838221076377697,33.9986,1.3947,0.0,0.0,0.0,33.998599999999996,1.3946999999999996,35.393299999999996,35.3961
16,0.3669,0.0001,0.367,0.0661,0.9997275204359674,0.00027247956403269756,18.8695,0.0608,0.0,0.0,0.0,18.869499999999995,0.06080000000000001,18.930299999999995,18.928
17,0.5939,0.0011,0.595,0.1071,0.9981512605042017,0.0018487394957983196,33.7216,0.7806,0.0,0.0,0.0,33.7216,0.7806,34.5022,35.5006
18,0.5133,0.0016,0.515,0.0927,0.9966990291262136,0.0031067961165048546,29.6805,1.0243,0.0,0.0,0.0,29.680499999999995,1.0243000000000002,30.704799999999995,32.7073
19,1.9931,0.0036,1.9967,0.3594,0.9981970250914008,0.0018029749085991887,105.2286,2.1626,0.0,0.0,0.0,105.2286,2.1626,107.3912,111.8888
20,0.583,0.0005,0.5835,0.105,0.9991431019708654,0.0008568980291345329,30.5757,0.2961,0.0,0.0,0.0,30.575699999999994,0.2961,30.871799999999993,30.8699
21,1.4774,0.0062,1.4836,0.267,0.9958209760043139,0.0041790239956861685,80.5108,3.758,0.0,0.0,0.0,80.5108,3.7580000000000005,84.2688,85.7714
22,0.2187,0.0001,0.2188,0.0394,0.9995429616087752,0.00045703839122486294,12.1818,0.0507,0.0,0.0,0.0,12.181800000000003,0.050699999999999995,12.232500000000003,12.2351
23,0.2752,0.0,0.2752,0.0495,1.0,0.0,16.5107,0.017,0.0,0.0,0.0,16.5107,0.017,16.5277,16.5263
24,0.2724,0.0,0.2724,0.049,1.0,0.0,14.7938,0.0068,0.0,0.0,0.0,14.793800000000005,0.0068000000000000005,14.800600000000005,14.7996
25,0.1813,0.0001,0.1813,0.0326,1.0,0.0005515719801434088,10.092,0.0368,0.0,0.0,0.0,10.092,0.03679999999999999,10.1288,10.1314
26,0.1701,0.0002,0.1703,0.0307,0.9988256018790369,0.0011743981209630064,10.0923,0.1369,0.0,0.0,0.0,10.092300000000002,0.1369,10.229200000000002,10.2264
27,4.0348,0.0066,4.0414,0.7275,0.9983669025585191,0.001633097441480675,214.435,4.3209,0.0,0.0,0.0,214.43499999999995,4.320900000000001,218.75589999999994,220.7578
28,2.7249,0.0218,2.7467,0.4944,0.9920632031164669,0.007936796883532967,146.2157,14.6211,0.0,0.0,0.0,146.21569999999997,14.621100000000002,160.83679999999998,163.3341
29,0.2228,0.0,0.2228,0.0401,1.0,0.0,11.7931,0.0186,0.0,0.0,0.0,11.793100000000003,0.0186,11.811700000000002,11.81
30,1.3782,0.011,1.3891,0.25,0.9921531927147075,0.00791879634295587,75.8935,6.9332,0.0,0.0,0.0,75.89349999999997,6.933199999999999,82.82669999999997,84.3306
31,0.7634,0.0035,0.767,0.1381,0.9953063885267275,0.0045632333767926985,42.7071,2.3869,0.0,0.0,0.0,42.70710000000001,2.3869,45.09400000000001,47.5905
32,1.0447,0.0012,1.0459,0.1883,0.9988526627784682,0.0011473372215316951,55.6363,0.7857,0.0,0.0,0.0,55.6363,0.7857000000000002,56.422,56.9186
33,0.4454,0.0002,0.4455,0.0802,0.9997755331088665,0.0004489337822671156,26.7214,0.105,0.0,0.0,0.0,26.721399999999996,0.10500000000000001,26.826399999999996,26.8244
34,1.0245,0.002,1.0265,0.1848,0.9980516317584024,0.001948368241597662,58.7074,1.1795,0.0,0.0,0.0,58.707400000000014,1.1795,59.88690000000001,60.3894
35,1.7637,0.0071,1.7709,0.3188,0.9959342707098087,0.004009260827827659,93.7949,4.5881,0.0,0.0,0.0,93.79490000000001,4.5881,98.38300000000001,100.888
36,0.3071,0.0,0.3072,0.0553,0.9996744791666667,0.0,17.5757,0.023,0.0,0.0,0.0,17.575699999999994,0.022999999999999996,17.598699999999994,17.5998
37,0.1394,0.0001,0.1395,0.0251,0.9992831541218636,0.0007168458781362007,8.182,0.051,0.0,0.0,0.0,8.181999999999999,0.051000000000000004,8.232999999999999,8.7312
38,0.5317,0.0022,0.5338,0.0961,0.9960659423004868,0.004121393780442113,30.7879,1.4071,0.0,0.0,0.0,30.787900000000008,1.4071,32.19500000000001,35.1977
39,0.2622,0.0,0.2622,0.0472,1.0,0.0,13.9795,0.011,0.0,0.0,0.0,13.979499999999996,0.011,13.990499999999995,13.995
40,0.9685,0.0009,0.9694,0.1745,0.9990715906746441,0.0009284093253558902,52.9987,0.5767,0.0,0.0,0.0,52.9987,0.5767,53.5754,55.5783
41,3.3448,0.0164,3.3613,0.605,0.9950911849582008,0.004879064647606581,193.9914,10.5933,0.0,0.0,0.0,193.99140000000003,10.5933,204.58470000000003,209.085
42,1.0776,0.0005,1.0781,0.1941,0.9995362211297651,0.0004637788702346721,58.5691,0.303,0.0,0.0,0.0,58.56910000000001,0.303,58.87210000000001,60.3691
43,0.4706,0.0002,0.4708,0.0847,0.9995751911639763,0.0004248088360237893,24.5898,0.1058,0.0,0.0,0.0,24.58979999999999,0.10579999999999999,24.69559999999999,24.6934
44,0.3013,0.0001,0.3015,0.0543,0.9993366500829188,0.00033167495854063023,16.7773,0.0779,0.0,0.0,0.0,16.777300000000004,0.0779,16.855200000000004,16.8579
45,0.268,0.0001,0.2681,0.0483,0.999627004848937,0.0003729951510630362,13.8935,0.0639,0.0,0.0,0.0,13.893500000000007,0.0639,13.957400000000007,13.9611
46,1.4667,0.0142,1.4809,0.2666,0.9904112364102909,0.00958876358970896,80.5741,8.9,0.0,0.0,0.0,80.57410000000003,8.9,89.47410000000004,94.9703
47,1.5632,0.0104,1.5736,0.2832,0.9933909506863242,0.006609049313675648,84.9916,6.6912,0.0,0.0,0.0,84.99159999999999,6.691199999999999,91.68279999999999,93.683
48,0.3334,0.0001,0.3335,0.06,0.9997001499250373,0.0002998500749625187,19.3726,0.0511,0.0,0.0,0.0,19.372599999999995,0.05109999999999999,19.423699999999997,19.4228
49,3.5182,0.012,3.5302,0.6354,0.9966007591637869,0.003399240836213246,194.8181,7.2214,0.0,0.0,0.0,194.81809999999996,7.221400000000001,202.03949999999995,206.5422
50,0.6177,0.0004,0.6181,0.1113,0.999352855524996,0.0006471444750040447,35.5852,0.2766,0.0,0.0,0.0,35.5852,0.27659999999999996,35.8618,35.8658
51,0.2081,0.0,0.2081,0.0375,1.0,0.0,11.5854,0.0238,0.0,0.0,0.0,11.585399999999996,0.023799999999999998,11.609199999999996,11.6068
52,0.4665,0.0,0.4665,0.084,1.0,0.0,25.2284,0.0188,0.0,0.0,0.0,25.228399999999993,0.018799999999999997,25.247199999999992,25.2485
53,1.2117,0.0047,1.2164,0.219,0.9961361394278199,0.0038638605721802045,70.1705,3.1688,0.0,0.0,0.0,70.17049999999999,3.1688000000000005,73.3393,77.8433
54,0.4359,0.0,0.436,0.0785,0.9997706422018349,0.0,25.5883,0.0168,0.0,0.0,0.0,25.588299999999997,0.0168,25.605099999999997,25.6092
55,1.4129,0.0025,1.4154,0.2548,0.9982337148509256,0.0017662851490744666,76.8181,1.6071,0.0,0.0,0.0,76.81809999999999,1.6071,78.42519999999999,78.4255
56,1.4951,0.0043,1.4994,0.2699,0.9971321862078165,0.00286781379218354,79.0761,2.6118,0.0,0.0,0.0,79.0761,2.6118000000000006,81.6879,83.6833
57,0.2941,0.0003,0.2943,0.053,0.9993204213387699,0.001019367991845056,16.6657,0.1568,0.0,0.0,0.0,16.6657,0.15679999999999997,16.8225,19.3212
58,1.3424,0.0034,1.3458,0.2422,0.9974736216376876,0.002526378362312379,74.7935,2.2081,0.0,0.0,0.0,74.79349999999998,2.2081,77.00159999999998,82.5004
59,1.8109,0.0212,1.8321,0.3298,0.9884285792260247,0.01157142077397522,97.1705,13.2736,0.0,0.0,0.0,97.1705,13.273600000000002,110.4441,116.9414
60,1.0416,0.0005,1.0422,0.1876,0.9994242947610824,0.00047975436576472844,53.7675,0.3485,0.0,0.0,0.0,53.76750000000001,0.3485,54.116000000000014,54.1177
