job_id,energy_qpu_kwh,energy_cpu_kwh,energy_total_kwh,cost_energy_total,phi_qpu,phi_cpu,qpu_time_s,cpu_time_s,qpu_wait_s,cpu_wait_s,wait_total_s,qpu_turn_s,cpu_turn_s,turn_total_s,job_turnaround_s
0,0.1101,0.0,0.1101,0.0198,1.0,0.0,5.6609,0.0223,0.0,0.0,0.0,5.6609,0.0223,5.6832,5.6864
1,0.0747,0.0033,0.0781,0.0141,0.9564660691421255,0.04225352112676056,4.3637,2.1166,0.0,0.0,0.0,4.3637,2.1166,6.4803,6.4831
2,0.0638,0.0048,0.0686,0.0124,0.9300291545189504,0.06997084548104957,3.5361,3.2976,0.0,0.0,0.0,3.5361000000000002,3.2976,6.8337,6.8383
3,0.0769,0.0035,0.0805,0.0145,0.95527950310559,0.043478260869565216,4.2618,2.0983,0.0,0.0,0.0,4.2618,2.0983,6.3601,6.3557
4,0.1299,0.0,0.1299,0.0234,1.0,0.0,6.8442,0.0092,0.0,0.0,0.0,6.8442,0.0092,6.8534,6.8537
5,0.1383,0.0004,0.1387,0.025,0.9971160778658977,0.0028839221341023795,8.0737,0.2556,0.0,0.0,0.0,8.073699999999999,0.2556,8.329299999999998,8.3261
6,0.1704,0.0114,0.1817,0.0327,0.937809576224546,0.0627407815079802,9.8937,7.0919,0.0,0.0,0.0,9.8937,7.0919,16.9856,16.9902
7,0.1765,0.0,0.1765,0.0318,1.0,0.0,10.0331,0.014,0.0,0.0,0.0,10.0331,0.013999999999999999,10.047099999999999,10.0459
8,0.0785,0.0,0.0785,0.0141,1.0,0.0,4.0368,0.0251,0.0,0.0,0.0,4.0367999999999995,0.0251,4.0619,4.0579
9,0.1027,0.0001,0.1027,0.0185,1.0,0.0009737098344693282,5.6863,0.0353,0.0,0.0,0.0,5.6863,0.0353,5.7216000000000005,5.7212
10,0.1032,0.0007,0.1039,0.0187,0.9932627526467757,0.006737247353224254,5.8663,0.4025,0.0,0.0,0.0,5.866300000000001,0.4025,6.268800000000001,6.2665
11,0.1682,0.0042,0.1724,0.031,0.9756380510440835,0.024361948955916472,9.0829,2.3066,0.0,0.0,0.0,9.0829,2.3065999999999995,11.3895,11.3887
12,0.1414,0.0005,0.1419,0.0256,0.9964763918252291,0.0035236081747709656,7.6364,0.3213,0.0,0.0,0.0,7.6364,0.3213,7.9577,7.9624
13,0.1934,0.0018,0.1952,0.0351,0.9907786885245901,0.009221311475409836,11.3455,1.249,0.0,0.0,0.0,11.345500000000001,1.249,12.594500000000002,12.5896
14,0.1152,0.0014,0.1166,0.021,0.9879931389365352,0.012006861063464838,6.046,0.9421,0.0,0.0,0.0,6.046,0.9421,6.9881,6.9833
15,0.1674,0.0007,0.1681,0.0303,0.9958358120166567,0.004164187983343248,9.7995,0.4851,0.0,0.0,0.0,9.799499999999998,0.4851,10.284599999999998,10.2874
16,0.1468,0.0,0.1468,0.0264,1.0,0.0,7.548,0.0212,0.0,0.0,0.0,7.548,0.0212,7.5692,7.5669
17,0.1177,0.0004,0.1181,0.0213,0.9966130397967824,0.0033869602032176125,6.6886,0.2525,0.0,0.0,0.0,6.6886,0.2525,6.9411000000000005,6.9395
18,0.131,0.0007,0.1317,0.0237,0.9946848899012908,0.005315110098709187,7.0723,0.436,0.0,0.0,0.0,7.0723,0.43600000000000005,7.5083,7.5108
19,0.2112,0.0012,0.2124,0.0382,0.9943502824858756,0.005649717514124293,11.4913,0.8722,0.0,0.0,0.0,11.4913,0.8722,12.3635,12.3611
20,0.1292,0.0002,0.1294,0.0233,0.9984544049459043,0.001545595054095827,7.2304,0.1547,0.0,0.0,0.0,7.230400000000001,0.1547,7.385100000000001,7.3832
21,0.1526,0.003,0.1556,0.028,0.9807197943444732,0.019280205655526995,8.6046,1.9053,0.0,0.0,0.0,8.604599999999998,1.9052999999999998,10.509899999999998,10.5125
22,0.0636,0.0,0.0637,0.0115,0.9984301412872841,0.0,3.2728,0.0155,0.0,0.0,0.0,3.2727999999999997,0.0155,3.2882999999999996,3.2909
23,0.1254,0.0,0.1254,0.0226,1.0,0.0,6.6044,0.0073,0.0,0.0,0.0,6.6044,0.007300000000000001,6.6117,6.6103
24,0.0852,0.0,0.0852,0.0153,1.0,0.0,4.7172,0.0033,0.0,0.0,0.0,4.7172,0.0033,4.7205,4.7195
